code,name,academic_units
HR3007,JAPANESE ART: EDO TO CONTEMPORARY,3
HR3009,19TH CENTURY SOUTHEAST ASIAN ART: INTERACTIONS & REFRACTIONS,3
HR3010,WEIRD ART WRITING,3
HR3011,SHALL WE DANCE?: THE ART OF POPULAR DANCE ON SCREEN,3
HR4001,EXHIBITION HISTORIES: MUSEUMS TO BIENNALES,4
HR4002,BRITISH ART: 1815 -1929,4
HR4003,FROM COLONIALISM  TO TOURISM: EARLY PHOTOGRAPHY IN ASIA,4
HR4005,STUDIES IN ART CRITICISM & CULTURE,4
HR7003,ADVANCED STUDIES IN SOUTHEAST ASIAN ART HISTORIES,3
HS0101,"DIGITAL LITERACY, CULTURE & SOCIETY",3
HS0301,ENVIRONMENTAL SUSTAINABILITY,3
HS1001,PERSON & SOCIETY,3
HS1002,SINGAPORE SOCIETY IN TRANSITION,3
HS1003,SOCIAL PROBLEMS IN A GLOBAL CONTEXT,3
HS2001,CLASSICAL SOCIAL THEORY,3
HS2002,DOING SOCIAL RESEARCH,3
HS2003,ECONOMY & SOCIETY,3
HS2007,UNDERSTANDING GLOBALIZATION,3
HS2009,SOCIOLOGY OF THE LIFE COURSE,3
HS2010,SMART CITIES & SOCIETY,3
HS2014,THE CHANGING FAMILY,3
HS2019,SOCIOLOGY OF SCIENCE & TECHNOLOGY,3
HS2022,POPULATION & SOCIETY,3
HS2023,ENVIRONMENTAL SOCIOLOGY,3
HS2026,DEVIANCE & SOCIETY,3
HS2028,GRAYING SOCIETY: ISSUES & CHALLENGES,3
HS2029,SOCIAL POLICY & SOCIAL CHANGE,3
HS3001,CONTEMPORARY SOCIAL THEORY,3
HS3002,UNDERSTANDING SOCIAL STATISTICS,3
HS3004,CITIES & URBAN LIFE,3
HS3014,"HEALTH, MEDICINE & SOCIETY",3
HS3015,DEVELOPMENT & SOCIAL CHANGE,3
HS3017,SOCIOLOGY OF TOURISM,3
HS3018,SOCIOLOGY OF GENDER,3
HS3054,SOCIAL PSYCHOLOGY,3
HS4001,RESEARCH PRACTICUM I: QUALITATIVE SOCIAL RESEARCH,4
HS4002,RESEARCH PRACTICUM II: QUANTITATIVE SOCIAL RESEARCH,4
HS4012,SOCIOLOGY OF GREEN TRANSFORMATIONS,4
HS4013,YOUTH CULTURES & SUBCULTURES,4
HS4015,SOCIOLOGY OF REPRODUCTION,4
HS4022,SOCIOLOGY OF ISLAM IN THE MALAY WORLD,4
HS4023,SOCIOLOGY OF RISK & CRISIS,4
HS4026,"GODS,GHOSTS & ANCESTORS:EXPLORATIONS IN CHINESE RELIGIONS",4
HS4027,CULTURAL POLITICS OF DEVELOPMENT & THE ENVIRONMENT,4
HS4028,MIGRATION & DEVELOPMENT IN A GLOBALIZING WORLD,4
HS4030,SOCIAL SCIENCE FICTION,4
HS4031,GLOBAL CITIES,4
HS4039,MEDICAL SOCIOLOGY,4
HS4080,HONOURS SEMINAR IN APPLIED SOCIOLOGY,4
HS4090,HONOURS SEMINAR IN CURRENT SOCIOLOGY,4
HS4901,RESEARCH PRACTICUM I: QUALITATIVE SOCIAL RESEARCH,4
HS4902,RESEARCH PRACTICUM II: QUANTITATIVE SOCIAL RESEARCH,4
HT5101,"TRANSLATION: HISTORIES, THEORIES & PRINCIPLES",3
HT5102,LANGUAGE FOUNDATION FOR TRANSLATION,3
HT5201,TRANSLATION: TECHNIQUES & PRACTICES,3
HT5202,AUDIOVISUAL TRANSLATION,3
HT5301,"LINGUISTICS, CULTURE & TRANSLATION",3
HT5401,"TRANSLATION: APPRECIATION, CRITICISM & EVALUATION",3
HU2003,THE GEOGRAPHIES OF UNEVEN DEVELOPMENT,3
HU5001,INTRODUCTION TO HUMAN GEOGRAPHY,3
HV5001,INTRODUCTION TO ENVIRONMENTAL HUMANITIES,3
HW0001,INTRODUCTION TO ACADEMIC COMMUNICATION,0
HW0205,ACADEMIC COMMUNICATION IN THE HUMANITIES,2
HW0206,ACADEMIC COMMUNICATION IN CHINESE STUDIES,2
HW0207,ACADEMIC COMMUNICATION IN LINGUISTICS,2
HW0208,ACADEMIC COMMUNICATION IN THE SOCIAL SCIENCES,2
HW0218,COMMUNICATION ACROSS THE SCIENCES,2
HW0288,ENGINEERING COMMUNICATION,2
HY0001,ETHICS & MORAL REASONING,1
HY1001,INTRODUCTION TO PHILOSOPHY,3
HY1002,SYMBOLIC LOGIC,3
HY2002,MORAL PHILOSOPHY,4
HY2003,INTRODUCTION TO CHINESE PHILOSOPHY,3
HY2005,POLITICAL PHILOSOPHY,3
HY2010,ANCIENT PHILOSOPHY,3
HY2015,PHILOSOPHY OF WELL-BEING,3
HY2016,FRIENDSHIP,3
HY2028,FOOD ETHICS,3
HY2903,INTRODUCTION TO CHINESE PHILOSOPHY,3
HY2905,POLITICAL PHILOSOPHY,3
HY2910,ANCIENT PHILOSOPHY,3
HY3001,EXISTENTIALISM,3
HY3010,PHILOSOPHY OF SCIENCE,3
HY3011,PHILOSOPHY OF MIND,3
HY3012,PHILOSOPHY OF TECHNOLOGY,3
HY3018,EPISTEMOLOGY,3
HY3021,PHILOSOPHY OF RACE & GENDER,3
HY3910,PHILOSOPHY OF SCIENCE,3
HY3911,PHILOSOPHY OF MIND,3
HY3912,PHILOSOPHY OF TECHNOLOGY,3
HY3918,EPISTEMOLOGY,3
HY4002,KNOWLEDGE & REALITY,4
HY4003,ADVANCED EPISTEMOLOGY,4
HY4008,ADVANCED MORAL PHILOSOPHY,4
HY4009,VALUE THEORY,4
HY4010,NEO-CONFUCIANISM,4
HY4015,PHILOSOPHICAL METHODOLOGIES,4
HY4021,PRACTICAL RATIONALITY,4
HY4025,ETHICS & PUBLIC POLICY,4
HY4026,SOCIAL EPISTEMOLOGY,4
HY4038,"SCIENCE, TECHNOLOGY, & LIFEWORLD",4
HY4039,ETHICS OF WAR,4
HY4040,THE MEANING OF LIFE,4
HY4041,PHILOSOPHY OF QUANTUM MECHANICS,4
HY4042,IMAGINATION,4
HY4044,INTERCULTURAL PHILOSOPHY: CHINESE & CONTINENTAL,4
HY4110,SPECIAL TOPICS IN PHILOSOPHY OF SCIENCE,4
HY4112,SPECIAL TOPICS IN PHILOSOPHY,4
HY4113,SPECIAL TOPICS IN CHINESE PHILOSOPHY,4
HY4116,PHENOMENOLOGY,4
HY4118,INDEPENDENT STUDY I,4
HY4120,SPECIAL TOPICS IN PHILOSOPHY OF SCIENCE II,4
HY4122,SPECIAL TOPICS IN PHILOSOPHY II,4
HY4123,SPECIAL TOPICS IN CHINESE PHILOSOPHY II,4
HY4131,SPECIAL TOPICS IN ETHICS III,4
HY4132,SPECIAL TOPICS IN PHILOSOPHY III,4
HZ5101,INTRODUCTION TO CREATIVE WRITING,3
HZ5201,CREATIVE WRITING:POETRY,3
HZ5202,CREATIVE WRITING:FICTION,3
HZ5204,CREATIVE WRITING: PLAYWRITING,3
HZ5205,CREATIVE WRITING:SCREENWRITING,3
HZ5301,ADVANCED CREATIVE WRITING,3
IE0005,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3
IE1005,FROM COMPUTATIONAL THINKING TO PROGRAMMING,3
IE2104,DIGITAL ELECTRONICS,3
IE2106,ENGINEERING MATHEMATICS I,3
IE2107,ENGINEERING MATHEMATICS II,3
IE2108,DATA STRUCTURES & ALGORITHMS IN PYTHON,3
IE2110,SIGNALS & SYSTEMS,3
IE3012,COMMUNICATION PRINCIPLES,3
IE3014,DIGITAL SIGNAL PROCESSING,3
IE3017,COMPUTER COMMUNICATIONS,3
IE3102,MICROPROCESSORS,3
IE4001,SOFTWARE ENGINEERING,3
IE4120,OPTICAL COMMUNICATION SYSTEM DESIGN,3
IE4129,WIRELESS SYSTEM DESIGN,3
IE4154,DIGITAL & TELECOMMUNICATIONS SYSTEMS,3
IE4155,WIRELESS COMMUNICATIONS & MOBILE NETWORKS,3
IE4424,MACHINE LEARNING DESIGN & APPLICATION,3
IE4476,IMAGE PROCESSING & COMPUTER VISION,3
IE4483,ARTIFICIAL INTELLIGENCE & DATA MINING,3
IE4497,PATTERN RECOGNITION & DEEP LEARNING,3
IE4727,WEB APPLICATION DESIGN,3
IE4728,ENTERPRISE NETWORK DESIGN,3
IE4756,COMPUTER ARCHITECTURE,3
IE4758,INFORMATION SECURITY,3
IE4791,DATABASE SYSTEMS,3
IM1002,ANALOG ELECTRONICS,3
IM1003,OBJECT-ORIENTED PROGRAMMING,3
IM2073,INTRODUCTION TO DESIGN & PROJECT,2
IM3180,DESIGN & INNOVATION PROJECT,3
LA5001,ARABIC LANGUAGE LEVEL 1,3
LA5002,ARABIC LANGUAGE LEVEL 2,3
LA5003,ARABIC LANGUAGE LEVEL 3,3
LA5004,ARABIC LANGUAGE LEVEL 4,3
LA5101,ADVANCED ARABIC LANGUAGE,3
LC5001,CHINESE LANGUAGE LEVEL 1,3
LC5002,CHINESE LANGUAGE LEVEL 2,3
LC5003,CHINESE LANGUAGE LEVEL 3,3
LC5004,CHINESE LANGUAGE LEVEL 4,3
LC5101,BUSINESS CHINESE,3
LF5001,FRENCH LANGUAGE LEVEL 1,3
LF5002,FRENCH LANGUAGE LEVEL 2,3
LF5003,FRENCH LANGUAGE LEVEL 3,3
LF5004,FRENCH LANGUAGE LEVEL 4,3
LF5005,FRENCH LANGUAGE LEVEL 5,3
LF5006,FRENCH LANGUAGE LEVEL 6,3
LF5007,FRENCH LANGUAGE LEVEL 7,3
LF5008,FRENCH LANGUAGE LEVEL 8,3
LG5001,GERMAN LANGUAGE LEVEL 1,3
LG5002,GERMAN LANGUAGE LEVEL 2,3
LG5003,GERMAN LANGUAGE LEVEL 3,3
LG5004,GERMAN LANGUAGE LEVEL 4,3
LG5005,GERMAN LANGUAGE LEVEL 5,3
LH5001,HINDI LANGUAGE LEVEL 1,3
LH5002,HINDI LANGUAGE LEVEL 2,3
LI5001,ITALIAN LANGUAGE LEVEL 1,3
LI5002,ITALIAN LANGUAGE LEVEL 2,3
LI5003,ITALIAN LANGUAGE LEVEL 3,3
LJ5001,JAPANESE LANGUAGE LEVEL 1,3
LJ5002,JAPANESE LANGUAGE LEVEL 2,3
LJ5003,JAPANESE LANGUAGE LEVEL 3,3
LJ5004,JAPANESE LANGUAGE LEVEL 4,3
LJ5005,JAPANESE LANGUAGE LEVEL 5,3
LJ5006,JAPANESE LANGUAGE LEVEL 6,3
LJ5007,JAPANESE LANGUAGE LEVEL 7,3
LK5001,KOREAN LANGUAGE LEVEL 1,3
LK5002,KOREAN LANGUAGE LEVEL 2,3
LK5003,KOREAN LANGUAGE LEVEL 3,3
LK5004,KOREAN LANGUAGE LEVEL 4,3
LK5005,KOREAN LANGUAGE LEVEL 5,3
LK5006,KOREAN LANGUAGE LEVEL 6,3
LK5007,KOREAN LANGUAGE LEVEL 7,3
LK5901,KOREAN CULTURE & SOCIETY I,3
LK5902,KOREAN CULTURE & SOCIETY II,3
LL5001,SINGAPORE SIGN LANGUAGE LEVEL 1,3
LL5002,SINGAPORE SIGN LANGUAGE LEVEL 2,3
LM5001,MALAY LANGUAGE LEVEL 1,3
LM5002,MALAY LANGUAGE LEVEL 2,3
LM5003,MALAY LANGUAGE LEVEL 3,3
LM5004,MALAY LANGUAGE LEVEL 4,3
LM5005,MALAY LEVEL 5,3
LR5001,RUSSIAN LANGUAGE LEVEL 1,3
LR5002,RUSSIAN LANGUAGE LEVEL 2,3
LR5003,RUSSIAN LANGUAGE LEVEL 3,3
LR5004,RUSSIAN LANGUAGE LEVEL 4,3
LS5001,SPANISH LANGUAGE LEVEL 1,3
LS5002,SPANISH LANGUAGE LEVEL 2,3
LS5003,SPANISH LANGUAGE LEVEL 3,3
LS5004,SPANISH LANGUAGE LEVEL 4,3
LS5005,SPANISH LANGUAGE LEVEL 5,3
LT5001,THAI LANGUAGE LEVEL 1,3
LT5002,THAI LANGUAGE LEVEL 2,3
LT5003,THAI LANGUAGE LEVEL 3,3
LT5004,THAI LANGUAGE LEVEL 4,3
LV5001,VIETNAMESE LANGUAGE LEVEL 1,3
LV5002,VIETNAMESE LANGUAGE LEVEL 2,3
MA0218,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3
MA0303,HUMAN RESOURCE MANAGEMENT,3
MA1001,DYNAMICS,3
MA1008,INTRODUCTION TO COMPUTATIONAL THINKING,3
MA1601,INTRODUCTION TO ROBOTICS,2
MA1602,ROBOTICS PROGRAMMING FUNDAMENTALS,3
MA1603,INTRODUCTION TO EMBEDDED SYSTEMS,3
MA1700,AEROSPACE DISCOVERY COURSE,1
MA2001,MECHANICS OF MATERIALS,3
MA2002,THEORY OF MECHANISM,3
MA2003,INTRODUCTION TO THERMO-FLUIDS,3
MA2005,ENGINEERING GRAPHICS,3
MA2006,ENGINEERING MATHEMATICS,3
MA2007,THERMODYNAMICS,3
MA2009,INTRODUCTION TO ELECTRICAL CIRCUITS & ELECTRONIC DEVICES,3
MA2011,MECHATRONICS SYSTEM INTERFACING,3
MA2012,INTRODUCTION TO MECHATRONICS SYSTEMS DESIGN,3
MA2013,CREATIVE THINKING & DESIGN,3
MA2014,PRODUCT PRESENTATION,3
MA2024,ENGINEERING MATERIALS & MANUFACTURING PROCESSES,3
MA2071,LABORATORY EXPERIMENTS (ME),1
MA2072,LABORATORY EXPERIMENTS (AE),1
MA2079,ENGINEERING INNOVATION & DESIGN,2
MA2700,AEROSPACE MATERIALS & MANUFACTURING PROCESSES,3
MA2701,FLIGHT PERFORMANCE,2
MA3001,MACHINE ELEMENT DESIGN,3
MA3002,SOLID MECHANICS & VIBRATION,3
MA3003,HEAT TRANSFER,3
MA3004,MATHEMATICAL METHODS IN ENGINEERING,3
MA3005,CONTROL THEORY,3
MA3006,FLUID MECHANICS,3
MA3010,THERMODYNAMICS & HEAT TRANSFER,3
MA3071,ENGINEERING EXPERIMENTS (ME),1
MA3072,ENGINEERING EXPERIMENTS (AE),1
MA3700,AIRCRAFT STRUCTURES I,3
MA3701,AERODYNAMICS,3
MA3702,AIRCRAFT PROPULSION,3
MA3703,FLIGHT DYNAMICS,2
MA3704,AIRCRAFT ELECTRICAL DEVICES,3
MA3705,AEROSPACE CONTROL THEORY,3
MA4001,ENGINEERING DESIGN,4
MA4002,FLUID DYNAMICS,3
MA4011,ENGINEERING PRODUCT DESIGN,4
MA4012,MECHATRONICS ENGINEERING DESIGN,4
MA4013,MANUFACTURING ENGINEERING DESIGN,4
MA4701,AIRCRAFT DESIGN,3
MA4702,AIRCRAFT STRUCTURES II,3
MA4704,AEROELASTICITY,3
MA4705,AIRCRAFT NAVIGATION & FLIGHT COMPUTERS,3
MA4804,OPTIMIZATION THEORY & APPLICATIONS,3
MA4807,MARINE STRUCTURAL INTEGRITY,3
MA4808,MARINE CONTROL SYSTEMS,3
MA4811,PSYCHROMETRY & AIR CONDITIONING,3
MA4813,BUILDING SERVICES ENGINEERING,3
MA4814,COMPUTATIONAL FLUID DYNAMICS,3
MA4819,ENERGY TECHNOLOGIES FOR SUSTAINABILITY,3
MA4822,MEASUREMENTS & SENSING SYSTEMS,3
MA4825,ROBOTICS,3
MA4829,MACHINE INTELLIGENCE,3
MA4830,REALTIME SOFTWARE FOR MECHATRONIC SYSTEMS,3
MA4831,COMPUTER-AIDED ENGINEERING,3
MA4832,MICROPROCESSOR SYSTEMS,3
MA4842,ENGINEERING METROLOGY &  MATERIALS CHARACTERIZATION,3
MA4843,MANAGEMENT OF PRODUCT DEVELOPMENT,3
MA4845,ADDITIVE MANUFACTURING IN INDUSTRY 4.0,3
MA4846,SUSTAINABLE DESIGN,3
MA4849,OPERATIONS RESEARCH,3
MA4850,SUPPLY CHAIN & LOGISTICS MANAGEMENT,3
MA4853,MANUFACTURING SYSTEMS,3
MA4854,QUALITY ASSURANCE & MANAGEMENT,3
MA4856,NAVAL ARCHITECTURE & MARINE ENGINEERING,3
MA4858,PRODUCT DESIGN,3
MA4870,MECHANICS OF COMPOSITE MATERIALS,3
MA4871,NON-DESTRUCTIVE TESTING,3
MA4872,AIRCRAFT RELIABILITY & MAINTAINABILITY,3
MA4878,AUTONOMOUS FLIGHT,3
MA4880,AIRPORT OPERATIONS & SYSTEMS,3
MA4881,AIR TRAFFIC MANAGEMENT,3
MA4882,ADVANCED MANUFACTURING & MATERIALS PROCESSING,3
MA4884,SYSTEMS THINKING & SYSTEMS ENGINEERING,3
MA4890,AUTONOMOUS DRIVING,3
MA4891,AI/ML TO ENGINEERING APPLICATIONS,3
MA4892,ENGINEERING PROJECT MANAGEMENT: PRINCIPLES & PRACTICE,3
MA5005,START UP: GETTING FROM ZERO TO MILLIONS,3
MA5006,FROM ZERO TO MILLIONS - VENTURE CAPITAL,3
MH1100,CALCULUS I,4
MH1101,CALCULUS II,4
MH1200,LINEAR ALGEBRA I,4
MH1201,LINEAR ALGEBRA II,4
MH1300,FOUNDATIONS OF MATHEMATICS,4
MH1301,DISCRETE MATHEMATICS,3
MH1403,ALGORITHMS & COMPUTING,3
MH1802,CALCULUS FOR THE SCIENCES,4
MH1803,CALCULUS FOR PHYSICS,4
MH1805,CALCULUS,4
MH1810,MATHEMATICS 1,3
MH1811,MATHEMATICS 2,3
MH1812,DISCRETE MATHEMATICS,3
MH1820,INTRODUCTION TO PROBABILITY & STATISTICAL METHODS,3
MH2100,CALCULUS III,4
MH2220,ALGEBRA I,3
MH2500,PROBABILITY,4
MH2510,STATISTICS I,3
MH2801,COMPLEX METHODS FOR THE SCIENCES,3
MH2802,LINEAR ALGEBRA FOR SCIENTISTS,3
MH2811,MATHEMATICS II,3
MH2814,PROBABILITY & STATISTICS,3
MH3100,REAL ANALYSIS I,4
MH3101,COMPLEX ANALYSIS,4
MH3110,ORDINARY DIFFERENTIAL EQUATIONS,4
MH3210,NUMBER THEORY,4
MH3220,ALGEBRA II,4
MH3300,GRAPH THEORY,4
MH3400,ALGORITHMS FOR THE REAL WORLD,4
MH3401,SIGNAL & NOISE IN BIOLOGY,3
MH3500,STATISTICS,4
MH3510,REGRESSION ANALYSIS,4
MH3511,DATA ANALYSIS WITH COMPUTER,3
MH3512,STOCHASTIC PROCESSES,4
MH3520,MATHEMATICS OF DEEP LEARNING,4
MH3600,TOPOLOGY & MANIFOLDS,4
MH3700,NUMERICAL ANALYSIS I,3
MH3701,BASIC OPTIMIZATION,4
MH3702,GEOMETRIC METHODS IN MATHEMATICAL PHYSICS,4
MH4100,REAL ANALYSIS II,4
MH4110,PARTIAL DIFFERENTIAL EQUATIONS,4
MH4200,ABSTRACT ALGEBRA II,4
MH4220,ALGEBRA III,4
MH4300,COMBINATORICS,4
MH4301,SET THEORY & LOGIC,4
MH4311,CRYPTOGRAPHY,4
MH4320,COMPUTATIONAL ECONOMICS,4
MH4500,TIME SERIES ANALYSIS,4
MH4501,MULTIVARIATE ANALYSIS,4
MH4510,STATISTICAL LEARNING & DATA MINING,4
MH4511,SAMPLING & SURVEY,4
MH4512,CLINICAL TRIALS,4
MH4513,SURVIVAL ANALYSIS,4
MH4514,FINANCIAL MATHEMATICS,4
MH4517,DATA APPLICATIONS IN NATURAL SCIENCES,4
MH4518,SIMULATION TECHNIQUES IN FINANCE,4
MH4519,FINANCIAL ECONOMETRICS,4
MH4520,HIGH DIMENSIONAL PROBABILITY,4
MH4521,REINFORCEMENT LEARNING,4
MH4522,SPATIAL DATA SCIENCE,4
MH4600,ALGEBRAIC TOPOLOGY,4
MH4601,DIFFERENTIAL GEOMETRY,4
MH4700,NUMERICAL ANALYSIS II,4
MH4701,MATHEMATICAL PROGRAMMING,4
MH4702,PROBABILISTIC METHODS IN OPERATIONS RESEARCH,4
MH4930,SPECIAL TOPICS IN MATHEMATICS,4
MH4932,SPECIAL TOPICS IN STATISTICS,4
MH5000,MATHEMATICAL PROBLEM-SOLVING,2
MH5100,ADVANCED INVESTIGATIONS IN CALCULUS I,1
MH5101,ADVANCED INVESTIGATIONS IN CALCULUS II,1
MH5200,ADVANCED INVESTIGATIONS IN LINEAR ALGEBRA I,1
MH5201,ADVANCED INVESTIGATIONS IN LINEAR ALGEBRA II,1
MH5301,MODERN CRYPTOGRAPHY: REAL-WORLD APPLICATIONS & IMPACT,3
ML0003,KICKSTART YOUR CAREER SUCCESS,1
ML0004,CAREER DESIGN & WORKPLACE READINESS IN THE V.U.C.A WORLD,2
MS0003,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3
MS1008,INTRODUCTION TO COMPUTATIONAL THINKING,3
MS1011,MATERIALS MATTER,1
MS1012,MATERIALS PHYSICS,3
MS1013,MATERIALS CHEMISTRY I,2
MS1014,MATERIALS CHEMISTRY II,2
MS1016,THERMODYNAMICS OF MATERIALS,3
MS1017,INTRODUCTION TO MATERIALS SCIENCE,2
MS1018,PROPERTIES OF MATERIALS,2
MS2012,INTRODUCTION TO MANUFACTURING PROCESSES,3
MS2013,INTRODUCTION TO POLYMER SCIENCE,3
MS2014,MATERIALS STRUCTURE & DEFECTS,3
MS2015,MECHANICAL BEHAVIOUR OF MATERIALS,3
MS2016,INTRODUCTION TO METALLURGY,2
MS2018,ELECTRONICS & MAGNETIC PROPERTIES OF MATERIALS,3
MS2083,LABORATORY ON STRUCTURE-PROPERTY RELATIONSHIP IN POLYMERS,1
MS2084,PHASE TRANSFORMATIONS & KINETICS IN STEELS,1
MS3011,METALS & CERAMICS,3
MS3012,MICRO/NANOELECTRONIC MATERIALS PROCESSING,3
MS3013,ELECTROCHEMICAL CORROSION,3
MS3014,ANALYSIS OF MATERIALS,3
MS3015,INDUSTRIAL DESIGN,4
MS3082,DESIGN LAB,1
MS4012,QUALITY CONTROL,3
MS4013,BIOMATERIALS,2
MS4014,NANOMATERIALS: FUNDAMENTALS & APPLICATIONS,2
MS4602,FUNDAMENTAL OF SEMICONDUCTOR DEVICES,2
MS4603,MICROELECTRONICS PROCESS INTEGRATION,3
MS4610,ADVANCED BIOMATERIALS,3
MS4611,BIOMEDICAL DEVICES,3
MS4612,DRUG DELIVERY & TISSUE ENGINEERING,3
MS4613,WEARABLE SENSORS FOR HEALTHCARE,3
MS4621,SELECTED TOPICS ON APPLIED POLYMER MATERIALS,2
MS4622,COMPOSITE MATERIALS,3
MS4630,PHOTOVOLTAIC DEVICES & ENERGY STORAGE,3
MS4631,CORROSION ENGINEERING,3
MS4640,ADVANCED ANALYSIS OF MATERIALS,3
MS4642,ADDITIVE MANUFACTURING OF MATERIALS,1
MS4650,FUNCTIONAL NANOSTRUCTURE MATERIALS,3
MS4651,THIN FILM TECHNOLOGY,3
MS4652,FAILURE ANALYSIS,3
MS4660,FUNDAMENTALS OF INTELLECTUAL PROPERTY IN MATLS SCI & ENG,3
MS4661,APPLICATN OF PATENTS & REGISTERED DESIGN IN ENG RELATED IND,3
MS4662,APPRECIATING IP IN RESEARCH & DEVELOPMENT,3
MS4663,ENGINEERING SOLUTIONS BY DESIGN THINKING,3
MS4664,ENVIRONMENTAL SUSTAINABILITY & MATERIALS,3
MS4665,"SUSTAINABLE DEVELOPMENT IN WATER, AGRICULTURE & AQUACULTURE",2
MS4666,ENVIRONMENTAL DEGRADATION OF PLASTICS,1
MS4667,INTRODUCTION TO SUSTAINABLE MATERIALS,2
MS4671,INTRODUCTION TO MATERIALS SIMULATION,3
MS4672,MACHINE LEARNING FOR MATERIALS DESIGN,2
MS4681,CARBON MARKETS: TOWARDS A LOW-CARBON FUTURE,2
MS4682,MATERIALS FOR HYDROGEN FUEL,1
MT0001,SHIPPING & THE ENVIRONMENT,4
MT0003,PROFESSIONALS & SOCIETY,2
MT1001,MATHEMATICS I FOR MARITIME STUDIES,3
MT1003,TRADE PRACTICE & INCOTERMS,3
MT1004,INTRODUCTION TO METEOROLOGY & OCEANOGRAPHY,3
MT2002,SHIPPING ECONOMICS,3
MT2003,MARITIME TECHNOLOGY,3
MT2004,MATHEMATICS II FOR MARITIME STUDIES,3
MT2005,PORT ECONOMICS,3
MT3001,MARITIME LAW,3
MT3002,INTRODUCTION TO MARINE INSURANCE,3
MT3003,ORGANISATION OF A SHIP OWNING ENTITY,3
MT3004,SHIPPING MANAGEMENT,3
MT3006,SHIP CHARTERING,3
MT4001,SHIPPING LOGISTICS,3
MT4002,ESSENTIALS OF PROJECT MANAGEMENT,3
MT4003,MARITIME STRATEGY,3
MT4008,CAPSTONE PROJECT IN MARITIME STUDIES,5
MT4101,INTERMODAL TRANSPORTATION,3
MT4102,DISTRIBUTION & WAREHOUSING,3
MT4103,PORT PLANNING & OPERATIONS,3
PH1011,PHYSICS,3
PH1012,PHYSICS A,4
PH1104,MECHANICS,3
PH1105,"OPTICS, VIBRATIONS & WAVES",3
PH1106,ELECTRICITY & MAGNETISM,3
PH1107,RELATIVITY & QUANTUM PHYSICS,3
PH1198,PHYSICS LABORATORY IA,2
PH1199,PHYSICS LABORATORY IB,2
PH2101,QUANTUM MECHANICS 1,3
PH2102,ELECTROMAGNETISM,4
PH2103,THERMAL PHYSICS,4
PH2104,ANALYTICAL MECHANICS,4
PH2198,PHYSICS LABORATORY IIA,2
PH2199,PHYSICS LAB IIB,2
PH2301,PHYSICAL OPTICS,3
PH2401,INTRODUCTORY ASTROPHYSICS,3
PH3101,QUANTUM MECHANICS II,4
PH3102,CONDENSED MATTER PHYSICS I,4
PH3103,TECHNOLOGICAL APPLICATIONS OF QUANTUM MECHANICS,3
PH3199,PHYSICS LAB IIIA,2
PH3201,STATISTICAL MECHANICS I,4
PH3301,INTRODUCTION TO BIOIMAGING & BIOSENSING TECHNIQUES,3
PH3302,NON-IONIZING MEDICAL IMAGING & PROCESSING,3
PH3303,BIOMECHANICS & EXERCISE PHYSIOLOGY,3
PH3403,ASTROPHYSICS & COSMOLOGY,3
PH3404,PHYSICS OF CLASSICAL & QUANTUM INFORMATION,3
PH3406,OPEN QUANTUM SYSTEMS,3
PH3407,INTRODUCTION TO PLASMA PHYSICS,3
PH3408,SIGNAL & NOISE IN BIOLOGY,3
PH3409,GEOMETRIC METHODS IN MATHEMATICAL PHYSICS,4
PH3410,QUANTUM HARDWARE,3
PH3411,MATERIALS FOR SUSTAINABLE ENERGY,3
PH3601,FABRICATION OF MICRO-& NANOELECTRONIC DEVICES,3
PH3602,PHOTONICS,4
PH3603,BIOPHYSICS,3
PH3605,MEDICAL PHYSICS FOR RADIOTHERAPY,3
PH3606,NMR SPECTROSCOPY: METHODS & APPLICATIONS,3
PH4404,NANOSCALE PHYSICS,3
PH4408,NUCLEAR PHYSICS,3
PH4411,INTRODUCTION TO EXPERIMENTAL PARTICLE PHYSICS,3
PH4414,INTRODUCTION TO SPINTRONICS,4
PH4418,PHYSICS IN THE INDUSTRY,4
PH4508,INTRODUCTION TO GENERAL RELATIVITY,3
PH4509,QUANTUM FIELD THEORY WITH APPL IN CONDENSED MATTER PHYSICS,4
PH4511,SEMINAR IN MATHEMATICAL PHYSICS,2
PH4601,PHYSICS OF SEMICONDUCTOR & DEVICES,3
PH4603,SOFT CONDENSED MATTER PHYSICS,3
PH4605,MEDICAL PHYSICS FOR RADIOTHERAPY,4
PH4610,IONISING RADIATION-BASED IMAGING,3
PH4611,MEDICAL PHYSICS BEAM MODELLING & DOSIMETRY,3
PS0001,INTRODUCTION TO COMPUTATIONAL THINKING,3
PS0002,INTRODUCTION TO DATA SCIENCE & ARTIFICIAL INTELLIGENCE,3
RE0003,COMMUNICATING AS A 21ST CENTURY ENGINEER,3
RE0011,WRITING ACROSS THE DISCIPLINES,3
RE1011,MATHEMATICS I,4
RE1012,MATHEMATICS II,4
RE1013,MATERIALS & MANUFACTURING,3
RE1014,ELECTRONIC & INFORMATION ENGINEERING,3
RE1015,BIO- & CHEMICAL ENGINEERING FUNDAMENTALS & APPLICATIONS,3
RE1016,ENGINEERING COMPUTATION,3
